executions,shape,example
4,"WITH cte AS (SELECT hmcr.hmcrequestid, hmcr.hmcprospectid, postalcode, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS funnel, hmcr.createdate, hmcr.requeststatusid, hmcr.requeststatuscode, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIK ...","select `SLRl`, `hmcrequestid`, `Funnel`, `createdate`, `RequestStatusId`, `AdjChannel`, `ScreeningDate`, `userid`, `outcomeid`, `ISDJ`, `DJStep`, `DJType`, `SourceP` from ( WITH CTE2 AS ( WITH CTE1 AS ( WITH CTE AS ( SELECT hmcr.hmcrequestid ,hmcr.hmcprospectid ,postalcode ,CASE WHEN hmcr.customflow ..."
4,"WITH cte AS (SELECT cph.accountid, cph.providerid, p.name AS providername, cph.orderid, o.createdon AS ordercreatedate, MIN(date) AS firstactivedate, MAX(date) AS lastactivedate, ost.name AS currentorderstatus, osrt.name AS currentorderstatusreasontype, CASE WHEN u2.firstname = ? THEN ? ELSE u2.firstname END AS hcam, u.firstname AS csm FROM prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid LEFT JOIN prod_homecare_actransactional_ordermanagement.orderstatustype AS ost ON ost.orderstatustyp ...","select * from ( WITH CTE AS ( SELECT cph.accountid ,cph.ProviderID ,p.name ProviderName ,cph.OrderID ,o.createdon AS OrderCreateDate ,MIN(Date) AS FirstActiveDate ,Max(date) AS LastActiveDate ,ost.name As CurrentOrderStatus ,osrt.name As CurrentOrderStatusReasonType ,CASE WHEN u2.FirstName = ""Elizab ..."
4,"SELECT c.case_number, c.hmc_case_subject_c, c.created_date, c.hmc_date_opened_c, c.hmc_date_resolved_c, c.hmc_save_method_used_c, c.account_id, CONCAT(u.first_name, ?, u.last_name) AS name, u.id AS userid, a.id AS accountid, a.name AS accoutname, a.hmc_cart_provider_id_c, CONCAT(?, a.id, ?) AS accounturl FROM main.community_salesforce.case AS c LEFT JOIN main.community_salesforce.user AS u ON u.id = c.owner_id LEFT JOIN main.community_salesforce.account AS a ON a.id = c.account_id WHERE c.owner_id = ? AND c.account_id = ?","select `case_number`, `hmc_case_subject_c`, `created_date`, `hmc_date_opened_c`, `hmc_date_resolved_c`, `hmc_save_method_used_c`, `account_id`, `Name`, `UserID`, `AccountID`, `AccoutName`, `hmc_cart_provider_id_c`, `AccountUrl` from ( Select c.case_number ,c.hmc_case_subject_c ,c.created_date ,c.hmc ..."
4,"SELECT * FROM (SELECT hmcr.hmcrequestid, hmcr.requeststatusid, CASE WHEN hmcp.disqualifier IS NULL THEN ? ELSE ? END AS disqualifier, hmcr.createdate, CASE WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? WHEN hmcp.hmcwhencareneededid = ? THEN ? ELSE NULL END AS whencareneeded, CASE WHEN hmcp.hmcwhencareneededid IN (?) THEN ? ELSE ? END AS lessthan30days, CASE WHEN NOT hmcl.hottransferred IS NULL THEN ? ELSE ? END AS ht, ref.referralid, ref ...","select * from ( Select hmcr.hmcrequestid ,hmcr.requeststatusid ,CASE WHEN hmcp.disqualifier is null then 0 ELSE 1 END Disqualifier ,hmcr.createdate ,CASE WHEN hmcp.hmcwhencareneededid = 1 then ""Immediately"" WHEN hmcp.hmcwhencareneededid = 2 then ""Within 30 days"" WHEN hmcp.hmcwhencareneededid = 3 the ..."
4,"WITH cte AS (SELECT DISTINCT date, DATE_FORMAT(cph.date, ?) AS monthyear, monthlysent, monthlycap FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph WHERE cph.orderid = ? AND date >= ? AND (date = LAST_DAY(date) OR date = CAST(CURRENT_TIMESTAMP() AS DATE))), cte1 AS (SELECT DISTINCT cph.date, DATE_FORMAT(cph.date, ?) AS monthyear, CASE WHEN cte.date = LAST_DAY(cte.date) THEN cte.monthlysent ELSE cte.monthlycap END AS hicap FROM cte LEFT JOIN main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph ON cte.monthyear = DATE_FORMAT(cph.date, ?) AND DAY(cph.date) =  ...","select * from ( WITH CTE2 AS( WITH CTE1 AS( WITH CTE AS ( Select Distinct date ,date_format( cph.date, 'MMyyyy') MonthYear ,monthlysent ,monthlycap FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph WHERE cph.orderid = 2774 and date >= '2025' and (date = last_day(date) or date= da ..."
4,"SELECT id, owner_id, name, CAST(created_date AS DATE) AS createddate, hmc_balance_c FROM main.community_salesforce.billing_c","select `id`, `owner_id`, `Name`, `CreatedDate`, `hmc_balance_c` from ( Select id ,owner_id ,Name ,date(created_date) CreatedDate ,hmc_balance_c FROM main.community_salesforce.billing_c ) as `_`"
4,"WITH cte AS (SELECT cph.providerid, p.name AS providername, cph.orderid, o.createdon AS ordercreatedate, LAST_DAY(cph.date) AS lastday, MIN(date) AS firstactivedate, MAX(date) AS lastactivedate, ost.name AS currentorderstatus, osrt.name AS currentorderstatusreasontype, u2.firstname AS hcam, u.firstname AS csm FROM prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid LEFT JOIN prod_homecare_actransactional_ordermanagement.orderstatustype AS ost ON ost.orderstatustypeid = o.orderstatustypeid L ...","select `ProviderID`, `ProviderName`, `OrderID`, `OrderCreateDate`, `LastDay`, `FirstActiveDate`, `LastActiveDate`, `CurrentOrderStatus`, `CurrentOrderStatusReasonType`, `HCAM`, `CSM`, `providerorders`, `DaystoCancel`, `Attrition`, `Retention`, `rn`, `prepaid` from ( WITH CTE AS ( SELECT cph.Provider ..."
4,"WITH cte AS (SELECT DISTINCT o.accountid, a.name AS accountname, hcamacc.hcam AS hcams, o.orderid, o.orderstatusreasontypeid, o.orderstatustypeid, ot.name AS oorderstatus, ost.name AS orderstatusreason, o.createdon AS ordercreatedate, prepaidautorenew FROM prod_homecare_actransactional_ordermanagement.order AS o LEFT JOIN prod_homecare_actransactional_billing.account AS a ON a.accountid = o.accountid LEFT JOIN prod_homecare_actransactional_ordermanagement.orderstatusreasontype AS ost ON ost.orderstatusreasontypeid = o.orderstatusreasontypeid LEFT JOIN prod_homecare_actransactional_ordermanagem ...","select * from ( WITH CTE1 AS ( WITH CTE AS ( SELECT DISTINCT o.AccountID ,a.Name AS AccountName ,hcamacc.HCAM HCAMs ,o.orderid ,o.orderstatusreasontypeid ,o.orderstatustypeid ,ot.NAme OOrderStatus ,ost.Name OrderStatusReason ,o.createdon OrderCreateDate ,prepaidautorenew FROM prod_homecare_actransac ..."
4,"WITH cte AS (SELECT DISTINCT date, DATE_FORMAT(cph.date, ?) AS monthyear, monthlysent, monthlycap FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph WHERE cph.orderid = ? AND date >= ? AND (date = LAST_DAY(date) OR date = CAST(CURRENT_TIMESTAMP() AS DATE))), cte1 AS (SELECT DISTINCT cph.date, DATE_FORMAT(cph.date, ?) AS monthyear, CASE WHEN cte.date = LAST_DAY(cte.date) THEN cte.monthlysent ELSE cte.monthlycap END AS hicap FROM cte LEFT JOIN main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph ON cte.monthyear = DATE_FORMAT(cph.date, ?) AND DAY(cph.date) =  ...","select `date`, `orderid`, `Monthyear`, `monthlycap`, `Adjust_MonthlyCap`, `Org`, `monthlysent` from ( WITH CTE1 AS( WITH CTE AS ( Select Distinct date ,date_format( cph.date, 'MMyyyy') MonthYear ,monthlysent ,monthlycap FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph WHERE cph. ..."
4,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, CAST(hmcr.createdate AS DATE) AS createdate, DATE_ADD(DAY, ?, DATE_TRUNC('MONTH', hmcr.createdate)) AS first3days, DATE_ADD(DAY, -?, LAST_DAY(hmcr.createdate)) AS last3days, DATE_FORMAT(hmcr.createdate, ?) AS monthyearid, dma.dma, TRIM(hmcr.postalcode) AS postalcode FROM main.prod_homecare_insite_directory.hmcrequest AS hmcr LEFT JOIN main.prod_homecare_insite_directory.hmclead AS hmcl ON hmcr.hmcrequestid = hmcl.hmcrequestid LEFT JOIN main.reporting.dim_geography_zip_dma AS dma ON dma.zip = TRIM(hmcr.postalcode) LEFT JOIN main.prod_homecare_actr ...","select * from ( WITH CTE1 AS ( WITH CTE AS ( Select DISTINCT hmcr.hmcrequestid ,date(hmcr.createdate) CreateDate ,dateadd(Day, 2, date_trunc(""Month"", hmcr.createdate)) First3Days ,dateadd(Day, -2, last_day(hmcr.createdate)) Last3Days ,date_format(hmcr.createdate, 'yyyyMM') MonthYearID ,dma.dma ,trim ..."
4,"SELECT hottransferresultid, htr.providerid, lid.leadid, htr.hottransferresponseid, hs.name AS hottransferresponse, CAST(r.referredon AS DATE) AS referraldate, r.providerid, p.warmtransferphonenumber, CONCAT(l.contactfirstname, ?, l.contactlastname) AS contactname, CONCAT(l.firstname, ?, l.lastname) AS residentname, l.contactphone, l.contactemail FROM prod_homecare_actransactional_homecare.hottransferresult AS htr LEFT JOIN prod_homecare_actransactional_homecare.lead AS l ON l.leadid = htr.leadid LEFT JOIN prod_homecare_actransactional_homecare.referral AS r ON htr.providerid = r.providerid AND ...","select `HotTransferResultID`, `ProviderID`, `LeadID`, `HotTransferResponseID`, `HotTransferResponse`, `ReferralDate`, `providerid`, `warmtransferphonenumber`, `ContactName`, `ResidentName`, `ContactPhone`, `ContactEmail` from ( SELECT HotTransferResultID ,htr.ProviderID ,lid.LeadID ,htr.HotTransferR ..."
4,"SELECT DISTINCT referralid, req.hmcrequestid, activatedon, CAST(req.createdate AS DATE) AS createdate, CAST(ref.referredon AS DATE) AS referredon FROM prod_homecare_actransactional_homecare.referral AS ref JOIN prod_homecare_insite_directory.hmclead AS l ON l.hmcleadid = ref.hmcleadid JOIN prod_homecare_insite_directory.hmcrequest AS req ON l.hmcrequestid = req.hmcrequestid WHERE NOT activatedon IS NULL AND ref.createdon > ?","select `ReferralID`, `HMCRequestID`, `ActivatedOn`, `createdate`, `ReferredOn` from ( SELECT DISTINCT ReferralID ,req.HMCRequestID ,ActivatedOn ,cast(req.createdate as date) createdate ,CAST(ref.ReferredOn as date) ReferredOn FROM prod_homecare_actransactional_homecare.referral ref Join prod_homecar ..."
4,"WITH ctea AS (SELECT DISTINCT s.accountid, s.balance, s.duedate, DATE_FORMAT(s.duedate, ?) AS paymentmonth, LAG(s.balance) OVER (PARTITION BY s.accountid ORDER BY s.duedate) AS priormonth FROM main.prod_homecare_actransactional_billing.statement AS s LEFT JOIN main.prod_homecare_actransactional_billing.account AS a ON a.accountid = s.accountid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.order AS o ON o.accountid = s.accountid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.orderprovider AS op ON op.orderid = o.orderid LEFT JOIN main.prod_homecare_actransactional_o ...","select `AccountID`, `Payment`, `DueDate`, `PaymentMonth` from ( with CTEA AS ( Select DISTINCT s.accountid ,s.balance ,s.duedate ,date_format(s.duedate, 'yyyyMM') paymentMonth ,lag(s.balance) OVER (PARTITION BY s.accountid ORDER BY s.duedate ) PriorMonth FROM main.prod_homecare_actransactional_billi ..."
4,"WITH cte AS (SELECT DISTINCT COUNT(DISTINCT referralid) AS referrals, DATE_FORMAT(hmcr.createdate, ?) AS monthyearid, CASE WHEN p.providerorganizationid IS NULL THEN ? ELSE ? END AS org, dma.dma, TRIM(hmcr.postalcode) AS postalcode FROM prod_homecare_actransactional_homecare.referral AS ref LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = ref.providerid LEFT JOIN main.prod_homecare_insite_directory.hmclead AS hmcl ON hmcl.hmcleadid = ref.hmcleadid LEFT JOIN main.prod_homecare_insite_directory.hmcrequest AS hmcr ON hmcr.hmcrequestid = hmcl.hmcrequestid L ...","select `Referrals`, `MonthYearID`, `Org`, `DMA`, `first3dayreferrals`, `last3dayreferrals`, `postalcode` from ( WITH CTE AS( Select DISTINCT count(distinct referralid) Referrals -- ,date(Referredon) ReferredOn ,date_format(hmcr.createdate, 'yyyyMM') MonthYearID ,CASE WHEN p.providerorganizationid is ..."
4,"WITH cte AS (SELECT o.id AS opportunityid, o.close_date, a.hmc_cart_provider_id_c AS providerid FROM main.community_salesforce.opportunity AS o JOIN main.community_salesforce.account AS a ON a.id = o.account_id WHERE o.is_won = TRUE AND o.close_date >= ?), cte1 AS (SELECT cte.providerid, p.name AS providername, cph.orderid, cte.close_date, MIN(date) AS firstactivedate, MAX(date) AS lastactivedate FROM cte JOIN main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph ON cph.providerid = cte.providerid LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.provid ...","select `ProviderID`, `ProviderName`, `OrderID`, `ProviderOrderID`, `OrderStatus`, `OrderStatusReason`, `Close_Date`, `FirstActiveDate`, `LastActiveDate`, `DaysActive`, `Status`, `FirstActivation` from ( WITH CTE2 AS( WITH CTE1 AS( WITH CTE AS( Select o.id OpportunityID ,o.close_date ,a.hmc_cart_prov ..."
4,"WITH cte AS (SELECT o.id AS opportunityid, o.close_date, a.hmc_cart_provider_id_c AS providerid FROM main.community_salesforce.opportunity AS o JOIN main.community_salesforce.account AS a ON a.id = o.account_id WHERE o.close_date >= ?), ctec AS (SELECT cte.providerid, p.name AS providername, cph.orderid, cte.close_date, MIN(date) AS firstactivedate, MAX(date) AS lastactivedate FROM cte LEFT JOIN main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph ON cph.providerid = cte.providerid LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cte.prov ...","select `ProviderID`, `ProviderName`, `OrderID`, `ProviderOrderID`, `OrderStatus`, `OrderStatusReason`, `Close_Date`, `FirstActiveDate`, `LastActiveDate`, `DaysActive`, `Status`, `FirstActivation`, `HasActivation`, `FirstCaseDate` from ( WITH CTE3 AS( WITH CTE2 AS( WITH CTE1 AS( WITH CTE AS( Select o ..."
4,"WITH cte AS (SELECT CASE WHEN agentname = ? THEN ? ELSE agentname END AS agentname, manager, powerbi name FROM main.reporting.hcam_staffing WHERE NOT manager IS NULL), ctea AS (SELECT DISTINCT o.id, o.name AS opportunityname, CAST(o.created_date AS DATE) AS createddate, o.close_date, o.is_won, o.is_closed, o.stage_name AS currentstage, u.name AS hcam, o.account_id, oh.old_value, oh.new_value FROM cte JOIN main.community_salesforce.user AS u ON u.name = cte.agentname JOIN main.community_salesforce.opportunity AS o ON o.owner_id = u.id JOIN main.community_salesforce.opportunity_field_history AS  ...","select `AgentName`, `MTDGongCalls`, `duration_seconds`, `call_start_at` from ( WITH CTE1 AS( WITH CTE AS( Select CASE WHEN AgentName = 'Karen Isaak' then 'Karen isaak' else AgentName end AgentName ,Manager ,`PowerBI Name` FROM main.reporting.hcam_staffing where Manager is not null ) ,CTEA AS ( Selec ..."
4,SELECT * FROM reporting.dim_geography_zip_dma,select * from ( select * FROM reporting.dim_geography_zip_dma ) as `_` limit 0
4,"WITH cte AS (SELECT cph.providerid, p.name AS providername, cph.orderid, o.createdon AS ordercreatedate, LAST_DAY(cph.date) AS lastday, MIN(date) AS firstactivedate, MAX(date) AS lastactivedate, ost.name AS currentorderstatus, osrt.name AS currentorderstatusreasontype, u2.firstname AS hcam, u.firstname AS csm FROM prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid LEFT JOIN prod_homecare_actransactional_ordermanagement.orderstatustype AS ost ON ost.orderstatustypeid = o.orderstatustypeid L ...","select * from ( WITH CTE AS ( SELECT cph.ProviderID ,p.name ProviderName ,cph.OrderID ,o.createdon AS OrderCreateDate ,last_day(cph.date) LastDay ,MIN(Date) AS FirstActiveDate ,Max(date) AS LastActiveDate ,ost.name As CurrentOrderStatus ,osrt.name As CurrentOrderStatusReasonType ,u2.FirstName AS HCA ..."
4,"SELECT p.name AS providername, p.providerid, o.name AS ordername, o.orderid, o.createdon AS ordercreatedate, CONCAT(p.providerid, ?, o.orderid) AS providerorder, DATEDIFF(DAY, o.createdon, CURRENT_TIMESTAMP()) AS daysactive, ost.name AS currentorderstatus, osrt.name AS currentorderreason FROM main.prod_homecare_actransactional_organization.provider AS p JOIN main.prod_homecare_actransactional_ordermanagement.orderprovider AS op ON op.providerid = p.providerid JOIN main.prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = op.orderid LEFT JOIN main.prod_homecare_actransactiona ...","select * from ( Select p.name ProviderName ,p.providerid ,o.name OrderName ,o.orderid ,o.createdon OrderCreateDate ,concat(p.providerid, ""-"", o.orderid) ProviderOrder ,datediff(getdate(), o.createdon) DaysActive ,ost.name CurrentOrderStatus ,osrt.name CurrentOrderReason FROM main.prod_homecare_actra ..."
4,"WITH cte AS (SELECT dateid, date, CASE WHEN dayofweek = ? THEN date WHEN dayofweek > ? THEN DATE_ADD(DAY, ? - dayofweek, date) ELSE DATE_ADD(DAY, -?, date) END AS weekstart, dayofyear, dayofmonth, dayofweek, weekdayname, month, monthname, year, YEAR(CURRENT_TIMESTAMP()) AS modyear, CONCAT(monthname, ?, YEAR(CURRENT_TIMESTAMP())) AS modmonthyear, CONCAT(monthname, ?, year) AS monthyear, monthyearid FROM prod_homecare_acreporting_reporting.dimdate WHERE dateid BETWEEN CAST(YEAR(DATE_ADD(YEAR, -?, CURRENT_TIMESTAMP())) * ? AS DECIMAL) AND CAST(YEAR(DATE_ADD(YEAR, ?, CURRENT_TIMESTAMP())) * ? AS D ...","select `DateID`, `Date`, `ModDate`, `WeekStart`, `ModWeekStart`, `DayOfYear`, `DayOfMonth`, `DayOfWeek`, `WeekDayName`, `Month`, `MonthName`, `Year`, `ModYear`, `ModMonthYear`, `MonthYear`, `MonthYearID`, `datediff(date, getdate())`, cast({ fn year(`ModDate`) } as DOUBLE) * 1.000000000000000E+002 +  ..."
4,"WITH cte AS (SELECT cph.providerid, p.name AS providername, cph.orderid, ost.name AS orderstatus, osrt.name AS orderstatusreason, MIN(cph.date) AS firstactive, MAX(cph.date) AS lastactive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.orderstatusreasontype AS osrt ON osrt.orderstatusreasontypeid = o.ordersta ...","select `ProviderID`, `ProviderName`, `OrderID`, `FirstActive`, `LastActive`, `OrderStatus`, `OrderStatusReason`, `ProviderOrderID`, `Status`, `Org`, `DaysActive` from ( WITH CTE1 AS( WITH CTE AS( Select cph.providerid ,p.name ProviderName ,cph.orderid ,ost.name OrderStatus ,osrt.name OrderStatusReas ..."
4,"SELECT DISTINCT code, c.name AS city, sp.name AS state, dma.dma, p.name AS providername FROM main.prod_homecare_actransactional_geo.postalcode_01072025 AS pc LEFT JOIN main.prod_homecare_actransactional_geo.city AS c ON c.cityid = pc.cityid LEFT JOIN main.prod_homecare_actransactional_geo.stateprovince AS sp ON sp.stateprovinceid = pc.stateprovinceid LEFT JOIN main.reporting.dim_geography_zip_dma AS dma ON dma.zip = pc.code LEFT JOIN main.prod_homecare_actransactional_organization.providerservicecoverage AS psc ON psc.postalcodeid = pc.postalcodeid LEFT JOIN main.prod_homecare_actransactional_ ...","select * from ( Select DISTINCT code ,c.name City ,sp.name State ,dma.dma ,p.name ProviderName FROM main.prod_homecare_actransactional_geo.postalcode_01072025 pc LEFT JOIN main.prod_homecare_actransactional_geo.city c on c.cityid = pc.cityid LEFT JOIN main.prod_homecare_actransactional_geo.stateprov ..."
